original_map	hero_kill_map	map_file	hero_kill_file	zircon_map_info	zircon_map_file	relation	size	entrances_exits	city_town_safe_zone_landmarks	hero_kill_walkable	zircon_walkable	coordinate_transform	coordinate_reuse	confidence	evidence
kt0016	kt0016	/home/tetsuya/mir2ei/Map/kt0016.map	/home/tetsuya/mir2ei/Map/kt0016.map	"{""index"": 1090, ""file"": ""kt0016"", ""description"": ""EI kt0016""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0016.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""646e5cadbd7164b5dc6984216aa475417acfa76908d49d7683826fd0ec3e34e7"", ""zircon_sha256"": ""646e5cadbd7164b5dc6984216aa475417acfa76908d49d7683826fd0ec3e34e7""}"
kt00161	kt00161	/home/tetsuya/mir2ei/Map/kt00161.map	/home/tetsuya/mir2ei/Map/kt00161.map	"{""index"": 1091, ""file"": ""kt00161"", ""description"": ""EI kt00161""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt00161.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""646e5cadbd7164b5dc6984216aa475417acfa76908d49d7683826fd0ec3e34e7"", ""zircon_sha256"": ""646e5cadbd7164b5dc6984216aa475417acfa76908d49d7683826fd0ec3e34e7""}"
kt0017	kt0017	/home/tetsuya/mir2ei/Map/kt0017.map	/home/tetsuya/mir2ei/Map/kt0017.map	"{""index"": 1092, ""file"": ""kt0017"", ""description"": ""EI kt0017""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0017.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""01ed8e1ad03e617fc6f9ef4dc004e9f99c816a6cd0316357394fcfca59a3165e"", ""zircon_sha256"": ""01ed8e1ad03e617fc6f9ef4dc004e9f99c816a6cd0316357394fcfca59a3165e""}"
kt0018	kt0018	/home/tetsuya/mir2ei/Map/kt0018.map	/home/tetsuya/mir2ei/Map/kt0018.map	"{""index"": 1093, ""file"": ""kt0018"", ""description"": ""EI kt0018""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0018.map	exact	"{""hero_kill"": {""width"": 36, ""height"": 36}, ""zircon"": {""width"": 36, ""height"": 36}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""2e9200a83adb5b7432463efb671c5c5d511b04276ea7d9853b604540af14df77"", ""zircon_sha256"": ""2e9200a83adb5b7432463efb671c5c5d511b04276ea7d9853b604540af14df77""}"
kt00181	kt00181	/home/tetsuya/mir2ei/Map/kt00181.map	/home/tetsuya/mir2ei/Map/kt00181.map	"{""index"": 1094, ""file"": ""kt00181"", ""description"": ""EI kt00181""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt00181.map	exact	"{""hero_kill"": {""width"": 36, ""height"": 36}, ""zircon"": {""width"": 36, ""height"": 36}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""2e9200a83adb5b7432463efb671c5c5d511b04276ea7d9853b604540af14df77"", ""zircon_sha256"": ""2e9200a83adb5b7432463efb671c5c5d511b04276ea7d9853b604540af14df77""}"
z010				"{""index"": 1095, ""file"": ""z010"", ""description"": ""销售房间""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/z010.map	renamed	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 1, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	medium	"{""relation"": ""Zircon bytes match hero-kill stem(s): B114, B136, B107, B139, B112, B135, B137, B131_001, B119, B127, B133, B140, B101, B108, B136_003, B118, B132, B138_001, B121, B122, B126, B129, B130, B102, B103, B110, B138, B109, B106, B124, B134, B104, B117, B111, B128, B115, B105, B116, B125, B131, B123, B113, B120"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
z014				"{""index"": 1096, ""file"": ""z014"", ""description"": ""监狱""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/z014.map	renamed	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 22, ""height"": 22}}"	"{""region_count"": 1, ""region_landmark_samples"": [""z014 / Safe Zone""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""z014 / Safe Zone""]"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 71, ""total_cells"": 484, ""walkable_ratio"": 0.146694}"	identity logical-grid coordinates	allowed-after-point-check	medium	"{""relation"": ""Zircon bytes match hero-kill stem(s): B114, B136, B107, B139, B112, B135, B137, B131_001, B119, B127, B133, B140, B101, B108, B136_003, B118, B132, B138_001, B121, B122, B126, B129, B130, B102, B103, B110, B138, B109, B106, B124, B134, B104, B117, B111, B128, B115, B105, B116, B125, B131, B123, B113, B120"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""e27a08627d7b89c8857bd1b5c4a317ee18cc3d3087f17f9b265807c0168f5a63""}"
02_0011				"{""index"": 1097, ""file"": ""02_0011"", ""description"": ""法师职业PK场""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/02_0011.map	renamed	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 18, ""height"": 22}}"	"{""region_count"": 1, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 103, ""total_cells"": 396, ""walkable_ratio"": 0.260101}"	identity logical-grid coordinates	allowed-after-point-check	medium	"{""relation"": ""Zircon bytes match hero-kill stem(s): 1_012, 01_003, 02_001, 1_008"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""0ce58cb13ea6040f23da2db32361d0cb382e76fe66738adebca99f101999ae44""}"
E007				"{""index"": 1098, ""file"": ""E007"", ""description"": ""PK赛场""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/E007.map	pending	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 80, ""height"": 80}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 2592, ""total_cells"": 6400, ""walkable_ratio"": 0.405}"	pending landmark mapping; no blind coordinate reuse	blocked	low	"{""relation"": ""hero-kill or Zircon map file missing"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""a8f5b177de4623dd631ca23319c8b7b192e122d5bbebd57a0f6b8e00c14978a8""}"
d15023				"{""index"": 1099, ""file"": ""d15023"", ""description"": ""真天宫1层""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/d15023.map	pending	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 10, ""region_landmark_samples"": [""d15023 / Sumerian Spawn"", ""d15023 / Stone Griffin Spawn"", ""d15023 / Ferocious Flame Demon Spawn"", ""d15023 / Dungeon Goddess 1 Spawn"", ""d15023 / Dungeon Goddess 2 Spawn"", ""d15023 / Teleport Destination"", ""d15023 / Teleport Destination"", ""d15023 / Teleport Source"", ""d15023 / Teleport Source"", ""d15023 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""5"", ""d15033""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""d15023 / Sumerian Spawn"", ""d15023 / Stone Griffin Spawn"", ""d15023 / Ferocious Flame Demon Spawn"", ""d15023 / Dungeon Goddess 1 Spawn"", ""d15023 / Dungeon Goddess 2 Spawn"", ""d15023 / Teleport Destination"", ""d15023 / Teleport Destination"", ""d15023 / Teleport Source"", ""d15023 / Teleport Source"", ""d15023 / Teleport Destination""]"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 30843, ""total_cells"": 90000, ""walkable_ratio"": 0.3427}"	pending landmark mapping; no blind coordinate reuse	blocked	low	"{""relation"": ""hero-kill or Zircon map file missing"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""1cc218b9f99c3e5aa9d37eaaca69ec08457fccdfe44544f52fa92898a5bd8988""}"
d15033				"{""index"": 1100, ""file"": ""d15033"", ""description"": ""真天宫2层""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/d15033.map	pending	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 11, ""region_landmark_samples"": [""d15033 / Sumerian Spawn"", ""d15033 / Stone Griffin Spawn"", ""d15033 / Ferocious Flame Demon Spawn"", ""d15033 / Force God General 1 Spawn"", ""d15033 / Teleport Destination"", ""d15033 / Teleport Source"", ""d15033 / Teleport Destination"", ""d15033 / Teleport Destination"", ""d15033 / Teleport Source"", ""d15033 / Teleport Source"", ""d15033 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""d15023"", ""d15054"", ""d1513""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""d15033 / Sumerian Spawn"", ""d15033 / Stone Griffin Spawn"", ""d15033 / Ferocious Flame Demon Spawn"", ""d15033 / Force God General 1 Spawn"", ""d15033 / Teleport Destination"", ""d15033 / Teleport Source"", ""d15033 / Teleport Destination"", ""d15033 / Teleport Destination"", ""d15033 / Teleport Source"", ""d15033 / Teleport Source"", ""d15033 / Teleport Destination""]"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 29935, ""total_cells"": 90000, ""walkable_ratio"": 0.332611}"	pending landmark mapping; no blind coordinate reuse	blocked	low	"{""relation"": ""hero-kill or Zircon map file missing"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""2aece4aae55fe1bf74558ea263a2eb51ebd321b0cb53d4565fe232c2d4bbdaf4""}"
d15054				"{""index"": 1101, ""file"": ""d15054"", ""description"": ""真天宫3层""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/d15054.map	pending	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 400, ""height"": 400}}"	"{""region_count"": 9, ""region_landmark_samples"": [""d15054 / Sumerian Spawn"", ""d15054 / Stone Griffin Spawn"", ""d15054 / Force God General 1 Spawn"", ""d15054 / Ferocious Flame Demon Spawn"", ""d15054 / Dungeon Goddess 1 Spawn"", ""d15054 / Dungeon Goddess 2 Spawn"", ""d15054 / Teleport Destination"", ""d15054 / Teleport Source"", ""d15054 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""d15033"", ""d1506""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""d15054 / Sumerian Spawn"", ""d15054 / Stone Griffin Spawn"", ""d15054 / Force God General 1 Spawn"", ""d15054 / Ferocious Flame Demon Spawn"", ""d15054 / Dungeon Goddess 1 Spawn"", ""d15054 / Dungeon Goddess 2 Spawn"", ""d15054 / Teleport Destination"", ""d15054 / Teleport Source"", ""d15054 / Teleport Source""]"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 43713, ""total_cells"": 160000, ""walkable_ratio"": 0.273206}"	pending landmark mapping; no blind coordinate reuse	blocked	low	"{""relation"": ""hero-kill or Zircon map file missing"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""8912b540431533f79ac01ce70608ee75f1faa1d13aeef1cd70d7e14cb503637a""}"
d1506				"{""index"": 1102, ""file"": ""d1506"", ""description"": ""真天宫""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/d1506.map	pending	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 4, ""region_landmark_samples"": [""d1506 / Stone Griffin Spawn"", ""d1506 / Ferocious Flame Demon Spawn"", ""d1506 / Light Armed Soldier Spawn"", ""d1506 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""d15054""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""d1506 / Stone Griffin Spawn"", ""d1506 / Ferocious Flame Demon Spawn"", ""d1506 / Light Armed Soldier Spawn"", ""d1506 / Teleport Destination""]"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 1097, ""total_cells"": 10000, ""walkable_ratio"": 0.1097}"	pending landmark mapping; no blind coordinate reuse	blocked	low	"{""relation"": ""hero-kill or Zircon map file missing"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""e85749bf2f1abed581b3d6f178cf95c9f6a743f2052ef5d6d328d10c6e5eca17""}"
d1510				"{""index"": 1103, ""file"": ""d1510"", ""description"": ""黑度宫1层""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/d1510.map	pending	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 12, ""region_landmark_samples"": [""d1510 / Sumerian Spawn"", ""d1510 / Flame Lion Spawn"", ""d1510 / Dungeon Goddess 1 Spawn"", ""d1510 / Teleport Destination"", ""d1510 / Teleport Destination"", ""d1510 / Teleport Source"", ""d1510 / Teleport Source"", ""d1510 / Teleport Source"", ""d1510 / Teleport Source"", ""d1510 / Teleport Destination"", ""d1510 / Teleport Source"", ""d1510 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""5"", ""d15111"", ""d1512""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""d1510 / Sumerian Spawn"", ""d1510 / Flame Lion Spawn"", ""d1510 / Dungeon Goddess 1 Spawn"", ""d1510 / Teleport Destination"", ""d1510 / Teleport Destination"", ""d1510 / Teleport Source"", ""d1510 / Teleport Source"", ""d1510 / Teleport Source"", ""d1510 / Teleport Source"", ""d1510 / Teleport Destination"", ""d1510 / Teleport Source"", ""d1510 / Teleport Destination""]"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 11634, ""total_cells"": 40000, ""walkable_ratio"": 0.29085}"	pending landmark mapping; no blind coordinate reuse	blocked	low	"{""relation"": ""hero-kill or Zircon map file missing"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""04a3f79cfc8dec255d98ea2ca773d65bd5446f4e739991d966a5f0256ad49816""}"
d15111				"{""index"": 1104, ""file"": ""d15111"", ""description"": ""黑度宫2层""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/d15111.map	pending	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 7, ""region_landmark_samples"": [""d15111 / Sumerian Spawn"", ""d15111 / Flame Lion Spawn"", ""d15111 / Dungeon Goddess 1 Spawn"", ""d15111 / Teleport Destination"", ""d15111 / Teleport Source"", ""d15111 / Teleport Source"", ""d15111 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""d1510"", ""d1512""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""d15111 / Sumerian Spawn"", ""d15111 / Flame Lion Spawn"", ""d15111 / Dungeon Goddess 1 Spawn"", ""d15111 / Teleport Destination"", ""d15111 / Teleport Source"", ""d15111 / Teleport Source"", ""d15111 / Teleport Destination""]"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 11742, ""total_cells"": 40000, ""walkable_ratio"": 0.29355}"	pending landmark mapping; no blind coordinate reuse	blocked	low	"{""relation"": ""hero-kill or Zircon map file missing"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""841c9ac0045f1d4d680f92d070fafe1fe9749c46dc36bd4e38d6d06bb3694c01""}"
d1512				"{""index"": 1105, ""file"": ""d1512"", ""description"": ""黑度宫3层""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/d1512.map	pending	"{""hero_kill"": {""width"": null, ""height"": null}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 10, ""region_landmark_samples"": [""d1512 / Sumerian Spawn"", ""d1512 / Flame Lion Spawn"", ""d1512 / Dungeon Goddess 1 Spawn"", ""d1512 / Dungeon Goddess 2 Spawn"", ""d1512 / Teleport Destination"", ""d1512 / Teleport Source"", ""d1512 / Teleport Destination"", ""d1512 / Teleport Source"", ""d1512 / Teleport Source"", ""d1512 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""d1510"", ""d15111"", ""d1513""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""d1512 / Sumerian Spawn"", ""d1512 / Flame Lion Spawn"", ""d1512 / Dungeon Goddess 1 Spawn"", ""d1512 / Dungeon Goddess 2 Spawn"", ""d1512 / Teleport Destination"", ""d1512 / Teleport Source"", ""d1512 / Teleport Destination"", ""d1512 / Teleport Source"", ""d1512 / Teleport Source"", ""d1512 / Teleport Destination""]"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pass"", ""walkable_cells"": 12100, ""total_cells"": 40000, ""walkable_ratio"": 0.3025}"	pending landmark mapping; no blind coordinate reuse	blocked	low	"{""relation"": ""hero-kill or Zircon map file missing"", ""hero_kill_sha256"": null, ""zircon_sha256"": ""cd55aca449890397d680e3a973231aa9eb2efd2353f56707f6d7dbeaa167b262""}"
