hero_kill_monster_id	hero_kill_monster_name	legacy_atlas_entry	hero_kill_definition	current_monster_info	zircon_catalog_entry	image_shape_evidence	evidence_status	mapping_is_identity_not_translation
280	诺玛将士8	"{""index"": 280, ""name"": ""诺玛将士8"", ""level"": ""47"", ""hp"": ""4000"", ""dc"": ""45-70"", ""exp"": ""1900"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 280, ""Name"": ""诺玛将士8"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 17, ""Level"": 47, ""HP"": 4000, ""Exp"": 1900, ""ACMin"": 12, ""ACMax"": 12, ""MAC"": 19, ""DCMin"": 45, ""DCMax"": 70, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 17, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
281	诺玛将士9	"{""index"": 281, ""name"": ""诺玛将士9"", ""level"": ""60"", ""hp"": ""5000"", ""dc"": ""60-88"", ""exp"": ""2600"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 281, ""Name"": ""诺玛将士9"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 17, ""Level"": 60, ""HP"": 5000, ""Exp"": 2600, ""ACMin"": 14, ""ACMax"": 14, ""MAC"": 22, ""DCMin"": 60, ""DCMax"": 88, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 17, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
282	诺玛教主	"{""index"": 282, ""name"": ""诺玛教主"", ""level"": ""99"", ""hp"": ""12000"", ""dc"": ""235-245"", ""exp"": ""12000"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 282, ""Name"": ""诺玛教主"", ""Appr"": 226, ""Race"": 19, ""RaceImg"": 186, ""Level"": 99, ""HP"": 12000, ""Exp"": 12000, ""ACMin"": 48, ""ACMax"": 48, ""MAC"": 76, ""DCMin"": 235, ""DCMax"": 245, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 226, ""race"": 19, ""race_img"": 186, ""library_file"": ""Mon-22.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
283	诺玛王	"{""index"": 283, ""name"": ""诺玛王"", ""level"": ""92"", ""hp"": ""12000"", ""dc"": ""230-250"", ""exp"": ""15000"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 283, ""Name"": ""诺玛王"", ""Appr"": 226, ""Race"": 19, ""RaceImg"": 98, ""Level"": 92, ""HP"": 12000, ""Exp"": 15000, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 80, ""DCMin"": 230, ""DCMax"": 250, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 226, ""race"": 19, ""race_img"": 98, ""library_file"": ""Mon-22.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
284	诺玛抛石兵	"{""index"": 284, ""name"": ""诺玛抛石兵"", ""level"": ""60"", ""hp"": ""8000"", ""dc"": ""108-168"", ""exp"": ""2400"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 284, ""Name"": ""诺玛抛石兵"", ""Appr"": 126, ""Race"": 19, ""RaceImg"": 183, ""Level"": 60, ""HP"": 8000, ""Exp"": 2400, ""ACMin"": 26, ""ACMax"": 26, ""MAC"": 85, ""DCMin"": 108, ""DCMax"": 168, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 126, ""race"": 19, ""race_img"": 183, ""library_file"": ""Mon-12.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
285	诺玛骑兵	"{""index"": 285, ""name"": ""诺玛骑兵"", ""level"": ""60"", ""hp"": ""8200"", ""dc"": ""72-216"", ""exp"": ""2500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 285, ""Name"": ""诺玛骑兵"", ""Appr"": 125, ""Race"": 19, ""RaceImg"": 180, ""Level"": 60, ""HP"": 8200, ""Exp"": 2500, ""ACMin"": 26, ""ACMax"": 26, ""MAC"": 78, ""DCMin"": 72, ""DCMax"": 216, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 125, ""race"": 19, ""race_img"": 180, ""library_file"": ""Mon-12.wil"", ""frame"": 5040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
286	诺玛司令	"{""index"": 286, ""name"": ""诺玛司令"", ""level"": ""60"", ""hp"": ""8500"", ""dc"": ""140-160"", ""exp"": ""2600"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 286, ""Name"": ""诺玛司令"", ""Appr"": 127, ""Race"": 19, ""RaceImg"": 184, ""Level"": 60, ""HP"": 8500, ""Exp"": 2600, ""ACMin"": 32, ""ACMax"": 32, ""MAC"": 91, ""DCMin"": 140, ""DCMax"": 160, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 127, ""race"": 19, ""race_img"": 184, ""library_file"": ""Mon-12.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
287	诺玛突击队长	"{""index"": 287, ""name"": ""诺玛突击队长"", ""level"": ""79"", ""hp"": ""10000"", ""dc"": ""220-250"", ""exp"": ""4200"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 287, ""Name"": ""诺玛突击队长"", ""Appr"": 128, ""Race"": 19, ""RaceImg"": 185, ""Level"": 79, ""HP"": 10000, ""Exp"": 4200, ""ACMin"": 59, ""ACMax"": 59, ""MAC"": 104, ""DCMin"": 220, ""DCMax"": 250, ""DropTable"": 12, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 128, ""race"": 19, ""race_img"": 185, ""library_file"": ""Mon-12.wil"", ""frame"": 8040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
288	诺玛卫士	"{""index"": 288, ""name"": ""诺玛卫士"", ""level"": ""150"", ""hp"": ""1"", ""dc"": ""165-165"", ""exp"": ""9999"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 288, ""Name"": ""诺玛卫士"", ""Appr"": 11, ""Race"": 19, ""RaceImg"": 179, ""Level"": 150, ""HP"": 1, ""Exp"": 9999, ""ACMin"": 220, ""ACMax"": 220, ""MAC"": 220, ""DCMin"": 165, ""DCMax"": 165, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 11, ""race"": 19, ""race_img"": 179, ""library_file"": ""Mon-1.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
289	诺玛巡逻队长	"{""index"": 289, ""name"": ""诺玛巡逻队长"", ""level"": ""80"", ""hp"": ""8000"", ""dc"": ""150-200"", ""exp"": ""3500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 289, ""Name"": ""诺玛巡逻队长"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 15, ""Level"": 80, ""HP"": 8000, ""Exp"": 3500, ""ACMin"": 33, ""ACMax"": 33, ""MAC"": 80, ""DCMin"": 150, ""DCMax"": 200, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 15, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
290	诺玛装甲兵	"{""index"": 290, ""name"": ""诺玛装甲兵"", ""level"": ""60"", ""hp"": ""8800"", ""dc"": ""100-200"", ""exp"": ""2700"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 290, ""Name"": ""诺玛装甲兵"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 181, ""Level"": 60, ""HP"": 8800, ""Exp"": 2700, ""ACMin"": 42, ""ACMax"": 42, ""MAC"": 78, ""DCMin"": 100, ""DCMax"": 200, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 181, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
291	诺玛阻力军1	"{""index"": 291, ""name"": ""诺玛阻力军1"", ""level"": ""40"", ""hp"": ""1"", ""dc"": ""33-50"", ""exp"": ""900"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 291, ""Name"": ""诺玛阻力军1"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 122, ""Level"": 40, ""HP"": 1, ""Exp"": 900, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 50, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 122, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
292	潘夜冰魔	"{""index"": 292, ""name"": ""潘夜冰魔"", ""level"": ""45"", ""hp"": ""2600"", ""dc"": ""37-56"", ""exp"": ""1200"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 292, ""Name"": ""潘夜冰魔"", ""Appr"": 216, ""Race"": 19, ""RaceImg"": 133, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 216, ""race"": 19, ""race_img"": 133, ""library_file"": ""Mon-21.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
293	潘夜冰魔0	"{""index"": 293, ""name"": ""潘夜冰魔0"", ""level"": ""45"", ""hp"": ""2600"", ""dc"": ""37-56"", ""exp"": ""1200"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 293, ""Name"": ""潘夜冰魔0"", ""Appr"": 216, ""Race"": 19, ""RaceImg"": 133, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 216, ""race"": 19, ""race_img"": 133, ""library_file"": ""Mon-21.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
294	潘夜风魔	"{""index"": 294, ""name"": ""潘夜风魔"", ""level"": ""45"", ""hp"": ""2600"", ""dc"": ""37-56"", ""exp"": ""1200"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 294, ""Name"": ""潘夜风魔"", ""Appr"": 216, ""Race"": 19, ""RaceImg"": 135, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 216, ""race"": 19, ""race_img"": 135, ""library_file"": ""Mon-21.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
295	潘夜风魔0	"{""index"": 295, ""name"": ""潘夜风魔0"", ""level"": ""45"", ""hp"": ""2600"", ""dc"": ""37-56"", ""exp"": ""1200"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 295, ""Name"": ""潘夜风魔0"", ""Appr"": 216, ""Race"": 19, ""RaceImg"": 135, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 216, ""race"": 19, ""race_img"": 135, ""library_file"": ""Mon-21.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
296	潘夜鬼将	"{""index"": 296, ""name"": ""潘夜鬼将"", ""level"": ""78"", ""hp"": ""4000"", ""dc"": ""60-99"", ""exp"": ""2000"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 296, ""Name"": ""潘夜鬼将"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 137, ""Level"": 78, ""HP"": 4000, ""Exp"": 2000, ""ACMin"": 22, ""ACMax"": 22, ""MAC"": 40, ""DCMin"": 60, ""DCMax"": 99, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 137, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
297	潘夜火魔	"{""index"": 297, ""name"": ""潘夜火魔"", ""level"": ""45"", ""hp"": ""2600"", ""dc"": ""37-56"", ""exp"": ""1200"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 297, ""Name"": ""潘夜火魔"", ""Appr"": 216, ""Race"": 19, ""RaceImg"": 136, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 216, ""race"": 19, ""race_img"": 136, ""library_file"": ""Mon-21.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
298	潘夜火魔0	"{""index"": 298, ""name"": ""潘夜火魔0"", ""level"": ""45"", ""hp"": ""2600"", ""dc"": ""37-56"", ""exp"": ""1200"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 298, ""Name"": ""潘夜火魔0"", ""Appr"": 216, ""Race"": 19, ""RaceImg"": 136, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 216, ""race"": 19, ""race_img"": 136, ""library_file"": ""Mon-21.wil"", ""frame"": 6040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
299	潘夜牛魔王	"{""index"": 299, ""name"": ""潘夜牛魔王"", ""level"": ""94"", ""hp"": ""14000"", ""dc"": ""243-250"", ""exp"": ""10500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 299, ""Name"": ""潘夜牛魔王"", ""Appr"": 215, ""Race"": 19, ""RaceImg"": 139, ""Level"": 94, ""HP"": 14000, ""Exp"": 10500, ""ACMin"": 56, ""ACMax"": 56, ""MAC"": 120, ""DCMin"": 243, ""DCMax"": 250, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 215, ""race"": 19, ""race_img"": 139, ""library_file"": ""Mon-21.wil"", ""frame"": 5040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
300	潘夜右护卫	"{""index"": 300, ""name"": ""潘夜右护卫"", ""level"": ""45"", ""hp"": ""2800"", ""dc"": ""38-55"", ""exp"": ""1400"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 300, ""Name"": ""潘夜右护卫"", ""Appr"": 214, ""Race"": 19, ""RaceImg"": 130, ""Level"": 45, ""HP"": 2800, ""Exp"": 1400, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 11, ""DCMin"": 38, ""DCMax"": 55, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 214, ""race"": 19, ""race_img"": 130, ""library_file"": ""Mon-21.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
301	潘夜右护卫0	"{""index"": 301, ""name"": ""潘夜右护卫0"", ""level"": ""45"", ""hp"": ""2800"", ""dc"": ""38-55"", ""exp"": ""1400"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 301, ""Name"": ""潘夜右护卫0"", ""Appr"": 214, ""Race"": 19, ""RaceImg"": 130, ""Level"": 45, ""HP"": 2800, ""Exp"": 1400, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 11, ""DCMin"": 38, ""DCMax"": 55, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 214, ""race"": 19, ""race_img"": 130, ""library_file"": ""Mon-21.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
