movement_index	source_map_id	source_file	source_description	source_region_index	source_region_description	source_x	source_y	source_walkable	source_in_bounds	source_map_relation	icon	need_item	required_class	raw_destination_map	raw_destination_region	resolved_destination_map	resolved_destination_file	destination_x	destination_y	destination_walkable	destination_in_bounds	destination_map_relation	directionality	source_of_truth	confidence	status	reason
3583	826	D1325	西部银杏废矿5层	4311	Teleport Source	361	355	True	True	exact	None		All	D1324	4312	D1324	D1324	348	38	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3584	610	01	边境城市	4313	Teleport Source	355	65	True	True	exact	None		All	D1411	4314	D1411	D1411	92	387	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3585	827	D1411	北部石矿1层	4315	Teleport Source	91	388	True	True	exact	None		All	01	4316	01	01	354	66	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3586	827	D1411	北部石矿1层	4317	Teleport Source	347	47	True	True	exact	None		All	D1412	4318	D1412	D1412	314	373	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3587	828	D1412	北部石矿2层	4319	Teleport Source	313	374	True	True	exact	None		All	D1411	4320	D1411	D1411	346	48	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3588	828	D1412	北部石矿2层	4321	Teleport Source	35	354	True	True	exact	None		All	D1413	4322	D1413	D1413	315	354	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3589	829	D1413	北部石矿3层	4323	Teleport Source	314	355	True	True	exact	None		All	D1412	4324	D1412	D1412	36	355	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3590	829	D1413	北部石矿3层	4325	Teleport Source	101	44	True	True	exact	None		All	D1414	4326	D1414	D1414	50	355	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3591	830	D1414	北部石矿4层	4327	Teleport Source	49	356	True	True	exact	None		All	D1413	4328	D1413	D1413	100	45	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3592	830	D1414	北部石矿4层	4329	Teleport Source	376	61	True	True	exact	None		All	D1415	4330	D1415	D1415	86	365	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3593	831	D1415	北部石矿5层	4331	Teleport Source	85	366	True	True	exact	None		All	D1414	4332	D1414	D1414	375	62	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3594	610	01	边境城市	4333	Teleport Source	497	86	True	True	exact	None		All	D1405	4334	D1405	D1405	86	365	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3595	72	D1405	Phantom Ship Lv 1	4335	Teleport Source	85	366	True	True	exact	None		All	01	4336	01	01	496	87	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3596	610	01	边境城市	4337	Teleport Source	294	153	True	True	exact	None		All	D1421	4338	D1421	D1421	92	387	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3597	832	D1421	西部石矿1层	4339	Teleport Source	91	388	True	True	exact	None		All	01	4340	01	01	293	154	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3598	832	D1421	西部石矿1层	4341	Teleport Source	347	47	True	True	exact	None		All	D1422	4342	D1422	D1422	314	373	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3599	833	D1422	西部石矿2层	4343	Teleport Source	313	374	True	True	exact	None		All	D1421	4344	D1421	D1421	346	48	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3600	833	D1422	西部石矿2层	4345	Teleport Source	35	354	True	True	exact	None		All	D1423	4346	D1423	D1423	315	354	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3601	834	D1423	西部石矿3层	4347	Teleport Source	314	355	True	True	exact	None		All	D1422	4348	D1422	D1422	36	355	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3602	834	D1423	西部石矿3层	4349	Teleport Source	101	44	True	True	exact	None		All	D1424	4350	D1424	D1424	50	355	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3603	835	D1424	西部石矿4层	4351	Teleport Source	49	356	True	True	exact	None		All	D1423	4352	D1423	D1423	100	45	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
